invoice_id,project_id,vendor_name,category,invoice_amount_naira,invoice_date,payment_status,notes
INV08954,PRJ03080,SoundWave Post NG,Post-Production,4261264,06 Apr 2024,paid,
INV05333,PRJ02757,Stagehand Talent Agency,Talent,21077872,17/08/2021,Overdue,
INV08174,PRJ00719,Lagos Grip & Lighting Co,Equipment Rental,9755792,06-07-2024,Overdue,
INV08999,PRJ03677,Chop Life Catering,Catering,"NGN 5,730,924",04/01/2024,Disputed,
INV02046,PRJ02851,Naija Faces Casting,Talent,1717377,11/08/2025,OVERDUE,
INV09359,PRJ00660,Stagehand Talent Agency,Talent,20676851,14 Mar 2023,OVERDUE,
INV09732,PRJ01868,OnDeck Production Staffing,Crew,37731,2025-11-24,Pd,
INV02115,PRJ03102,Frame & Focus Equipment,Equipment Rental,9138443,04-05-2022,PAID,
INV04154,PRJ00200,Reel Edit Studios,Post-Production,"NGN 9,297,776",04-08-2024,disputed,
INV00045,PRJ00131,SoundWave Post NG,Post-Production,"NGN 36,776,556",06-01-2023,PAID,
INV08939,PRJ03821,OnDeck Production Staffing,Crew,287558,19-01-2021,pending,
INV08458,PRJ01550,Frame & Focus Equipment,Equipment Rental,14742183,20 Jul 2021,Pd,
INV05981,PRJ01607,OnSet Meals NG,Catering,54066776,03-09-2023,Paid,
INV05823,PRJ02215,Stagehand Talent Agency,Talent,321793,24/02/2024,Paid,
INV00869,PRJ02990,FRAME & FOCUS EQUIPMENT,Equipment Rental,4776160,18-07-2022,Paid,
INV07440,PRJ01255,OnSet Meals NG,Catering,17223788,07-12-2023,paid,
INV03650,PRJ03643,Urban Set Scouts,Location,5920996,02 Oct 2024,Disputed,
INV06033,PRJ00244,crew connect ng,Crew,19663217,2024-07-06,OVERDUE,
INV02010,PRJ03431,Mama Bisi Kitchen Services,Catering,8379940,23/04/2021,paid,
INV03011,PRJ00634,Urban Set Scouts,Location,4412401,10/01/2025,Overdue,
INV01894,PRJ00500,Urban Set Scouts,Location,11187792,17 May 2025,Paid,
INV06037,PRJ02334,OnDeck Production Staffing,Crew,11386146,07/11/2022,paid,
INV00056,PRJ01807,Reel Edit Studios,Post-Production,28952510,22 May 2023,disputed,
INV06858,PRJ01667,Naija Faces Casting,Talent,21748058,16/05/2021,paid,
INV01189,PRJ02922,Frame & Focus Equipment,Equipment Rental,4759890,14/01/2024,Disputed,
INV07368,PRJ03281,Lagos Grip & Lighting Co,Equipment Rental,"NGN 7,519,842",14-02-2022,PAID,
INV06668,PRJ00298,OnDeck Production Staffing,Crew,3211696,2025-12-06,PAID,
INV02534,PRJ00188,CHOP LIFE CATERING,Catering,47109225,03-12-2022,disputed,
INV09017,PRJ03442,COLOURGRADE LAGOS,Post-Production,8380003,2021-07-14,Pending,
INV06483,PRJ02580,OnDeck Production Staffing,Crew,19339291,10 Mar 2024,Overdue,
INV04413,PRJ00235,ProGear Nigeria,Equipment Rental,3350657,28-10-2024,Paid,
INV02584,PRJ00435,OnSet Meals NG,Catering,1814840,2022-06-13,pending,
INV00690,PRJ01226,Crew Connect NG,Crew,164329,20-06-2023,OVERDUE,
INV02930,PRJ02290,Chop Life Catering,Catering,32355883,09-07-2022,Pd,
INV02986,PRJ02457,Naija Locations Ltd,Location,92092,11-04-2022,Paid,
INV06225,PRJ00459,OnDeck Production Staffing,Crew,25247670,21-09-2021,Overdue,
INV07414,PRJ00081,OnSet Meals NG,Catering,19255599,27-12-2022,pending,
INV05262,PRJ01014,ColourGrade Lagos,Post-Production,61196368,18 Aug 2021,Disputed,
INV02250,PRJ03567,ProGear Nigeria,Equipment Rental,18395696,06/01/2021,Overdue,
INV05983,PRJ01296,ColourGrade Lagos,Post-Production,68289979,2021-12-24,Pd,
INV07422,PRJ03610,Mama Bisi Kitchen Services,Catering,14228128,07/02/2021,paid,
INV02496,PRJ02348,Naija Faces Casting,Talent,1495963,2021-11-03,Pd,
INV05403,PRJ01636,Stagehand Talent Agency,Talent,950895,2024-07-27,paid,
INV05435,PRJ02180,OnSet Meals NG,Catering,6937247,15 Dec 2024,OVERDUE,
INV06741,PRJ02305,Reel Edit Studios,Post-Production,43803736,07-06-2022,pending,
INV07277,PRJ03118,Reel Edit Studios,Post-Production,18675963,23/10/2025,Overdue,
INV04560,PRJ01085,Frame & Focus Equipment,Equipment Rental,15278194,01 Dec 2022,pending,
INV03235,PRJ03535,soundwave post ng,Post-Production,8287958,2024-05-16,OVERDUE,
INV07636,PRJ00266,Coastline Property Services,Location,41276165,2021-05-27,Pending,
INV04838,PRJ01017,frame & focus equipment,Equipment Rental,21762012,04-08-2022,Pd,
INV04012,PRJ00730,LAGOS GRIP & LIGHTING CO,Equipment Rental,49978037,08/05/2021,paid,
INV05184,PRJ03166,FRAME & FOCUS EQUIPMENT,Equipment Rental,68877508,26-02-2022,Pending,
INV07584,PRJ00154,Crew Connect NG,Crew,35670619,04 Apr 2025,Pd,
INV06126,PRJ01587,REEL EDIT STUDIOS,Post-Production,2884066,03 Dec 2024,OVERDUE,
INV04703,PRJ02705,Chop Life Catering,Catering,6871736,11-02-2025,OVERDUE,
INV01960,PRJ02335,OnSet Meals NG,Catering,3069176,28 Jan 2025,PAID,
INV03178,PRJ00041,ProGear Nigeria,Equipment Rental,2282489,2023-06-28,paid,
INV01296,PRJ00688,Coastline Property Services,Location,51248368,12/06/2023,paid,
INV05543,PRJ01503,crew connect ng,Crew,53388162,10-02-2024,OVERDUE,
INV02979,PRJ01978,ProGear Nigeria,Equipment Rental,2056840,26/08/2022,Paid,
INV02276,PRJ02768,LAGOS GRIP & LIGHTING CO,Equipment Rental,18163630,22/10/2022,paid,
INV04687,PRJ02303,Reel Edit Studios,Post-Production,21032192,24-03-2021,PAID,
INV05565,PRJ02124,OnDeck Production Staffing,Crew,12081316,18 Apr 2024,Pd,
INV00314,PRJ03899,MAMA BISI KITCHEN SERVICES,Catering,"NGN 3,362,640",2024-06-10,Paid,
INV04592,PRJ00997,OnDeck Production Staffing,Crew,"NGN 19,637,405",09-06-2022,Disputed,
INV08567,PRJ01024,OnDeck Production Staffing,Crew,4808860,12 Jul 2021,OVERDUE,
INV04736,PRJ03023,OnSet Meals NG,Catering,"NGN 5,418,996",2023-08-20,Overdue,
INV08258,PRJ00174,Crew Connect NG,Crew,32265814,03-02-2025,paid,
INV06059,PRJ01380,SoundWave Post NG,Post-Production,18367437,02/08/2022,pending,
INV06000,PRJ02478,Naija Faces Casting,Talent,15623484,18 Feb 2023,pending,
INV04479,PRJ00074,Crew Connect NG,Crew,9611996,23 Jun 2025,Pd,
INV02395,PRJ02266,Crew Connect NG,Crew,19476016,2025-07-16,Paid,
INV01695,PRJ01720,Coastline Property Services,Location,25741201,20/08/2022,Pd,
INV04563,PRJ02461,Coastline Property Services,Location,3076683,04-08-2023,paid,
INV03527,PRJ02819,OnSet Meals NG,Catering,"NGN 4,423,100",2024-03-01,OVERDUE,
INV03341,PRJ01108,ondeck production staffing,Crew,39316626,03 Dec 2025,OVERDUE,
INV07951,PRJ00575,OnDeck Production Staffing,Crew,"NGN 390,615",18/01/2021,Pending,
INV04456,PRJ03855,Stagehand Talent Agency,Talent,13697311,15/09/2021,disputed,
INV05122,PRJ00111,Chop Life Catering,Catering,28336544,2024-11-13,Pending,
INV07031,PRJ00350,Crew Connect NG,Crew,3320031,2025-09-02,Overdue,
INV00608,PRJ02654,chop life catering,Catering,3127573,2023-11-21,pending,
INV00135,PRJ03811,Frame & Focus Equipment,Equipment Rental,39856455,14-03-2025,Pending,
INV04680,PRJ01448,Redline Camera Rentals,Equipment Rental,10268971,02 Oct 2023,disputed,
INV06007,PRJ00515,Lagos Grip & Lighting Co,Equipment Rental,14774905,18-03-2021,OVERDUE,
INV08988,PRJ03010,Crew Connect NG,Crew,9010214,2023-12-19,PAID,
INV08191,PRJ02291,OnSet Meals NG,Catering,13602094,15-07-2025,OVERDUE,
INV04045,PRJ03259,Lagos Grip & Lighting Co,Equipment Rental,17740955,2022-02-16,disputed,
INV06070,PRJ02572,Reel Edit Studios,Post-Production,14716716,2024-12-03,Pending,
INV00542,PRJ02895,Crew Connect NG,Crew,10676580,04-04-2024,PAID,
INV08889,PRJ03615,soundwave post ng,Post-Production,11137530,2023-03-06,OVERDUE,
INV02674,PRJ00705,ColourGrade Lagos,Post-Production,35579205,2025-10-18,Overdue,
INV01546,PRJ00431,REEL EDIT STUDIOS,Post-Production,1607228,25/07/2025,PAID,
INV06418,PRJ00499,OnDeck Production Staffing,Crew,9710532,10-01-2024,Paid,
INV03850,PRJ03734,mama bisi kitchen services,Catering,1454303,22 Feb 2022,Disputed,
INV02673,PRJ00705,coastline property services,Location,5631470,05-03-2024,Overdue,
INV05947,PRJ00028,ondeck production staffing,Crew,7850165,19-04-2022,disputed,
INV01522,PRJ02451,Stagehand Talent Agency,Talent,17283480,15 Dec 2024,paid,
INV06794,PRJ03434,Mama Bisi Kitchen Services,Catering,18050075,2022-01-22,pending,
INV04370,PRJ01653,OnSet Meals NG,Catering,10565646,2021-07-10,PAID,
INV01745,PRJ02756,Redline Camera Rentals,Equipment Rental,2084582,14-03-2022,paid,
INV08141,PRJ01205,Naija Locations Ltd,Location,22249958,2024-02-20,Pending,
INV03832,PRJ01472,OnSet Meals NG,Catering,925144,14-03-2021,Pd,
INV07242,PRJ00842,Naija Locations Ltd,Location,4289766,19 Nov 2023,Disputed,
INV00432,PRJ03858,Coastline Property Services,Location,3958669,21 Jun 2022,Overdue,
INV03625,PRJ03208,Naija Locations Ltd,Location,6950771,2023-12-28,Disputed,
INV04518,PRJ00962,NAIJA FACES CASTING,Talent,11376937,03/03/2025,paid,
INV05541,PRJ01503,Lagos Grip & Lighting Co,Equipment Rental,9666071,2024-03-23,Pending,
INV02203,PRJ01858,Redline Camera Rentals,Equipment Rental,67680644,2023-01-20,PAID,
INV09061,PRJ00130,OnDeck Production Staffing,Crew,2153474,2024-09-02,Overdue,
INV03452,PRJ01156,Naija Locations Ltd,Location,2670371,08/05/2023,paid,
INV09332,PRJ02806,Frame & Focus Equipment,Equipment Rental,12482295,15 Mar 2021,OVERDUE,
INV03810,PRJ03253,Stagehand Talent Agency,Talent,3131262,13 Jul 2025,Paid,
INV09328,PRJ01933,Redline Camera Rentals,Equipment Rental,9907315,2021-03-01,Disputed,
INV01291,PRJ01313,OnDeck Production Staffing,Crew,71668902,2024-02-28,Pd,
INV01418,PRJ03602,Chop Life Catering,Catering,30337231,03-12-2024,Pd,
INV08475,PRJ01198,ondeck production staffing,Crew,24181046,2023-05-14,paid,
INV04608,PRJ01095,STAGEHAND TALENT AGENCY,Talent,46669178,16 Jun 2021,Pending,
INV04569,PRJ03682,NAIJA LOCATIONS LTD,Location,17423367,23-10-2024,pending,
INV06201,PRJ02205,CREW CONNECT NG,Crew,"NGN 22,595,290",2022-07-03,Pd,
INV08043,PRJ03784,Chop Life Catering,Catering,38141082,07/07/2021,Pd,
INV09778,PRJ00000,mama bisi kitchen services,Catering,9643510,2022-09-14,Pd,
INV07800,PRJ03999,Crew Connect NG,Crew,635327,2023-05-27,Pending,
INV08984,PRJ03250,Naija Faces Casting,Talent,27316702,10/06/2022,disputed,
INV03337,PRJ03800,Frame & Focus Equipment,Equipment Rental,2222087,2022-06-11,disputed,
INV07595,PRJ03283,Naija Faces Casting,Talent,3158766,14 May 2021,Disputed,
INV01895,PRJ00500,OnDeck Production Staffing,Crew,17040008,2023-07-28,Overdue,
INV05546,PRJ00815,frame & focus equipment,Equipment Rental,36131285,26/03/2022,Disputed,
INV07715,PRJ02396,ProGear Nigeria,Equipment Rental,33002778,21 Nov 2022,Pd,
INV05660,PRJ02301,LAGOS GRIP & LIGHTING CO,Equipment Rental,4001198,27 Dec 2023,Overdue,
INV09162,PRJ02847,Lagos Grip & Lighting Co,Equipment Rental,9018334,03/01/2021,Disputed,
INV03221,PRJ03371,Urban Set Scouts,Location,16807883,01-07-2021,paid,
INV06589,PRJ02418,Naija Faces Casting,Talent,8166089,24-01-2024,Pending,
INV07276,PRJ03118,urban set scouts,Location,4046836,09/01/2022,PAID,
INV04533,PRJ01001,Crew Connect NG,Crew,580746,13 Sep 2023,Disputed,
INV07736,PRJ01066,SoundWave Post NG,Post-Production,21600459,2021-11-09,Paid,
INV05050,PRJ01713,ColourGrade Lagos,Post-Production,30665273,07 Jun 2023,Pd,
INV07848,PRJ02529,ColourGrade Lagos,Post-Production,8485388,24/03/2022,PAID,
INV00225,PRJ02887,Naija Faces Casting,Talent,4377114,20-09-2022,Disputed,
INV09609,PRJ02643,OnSet Meals NG,Catering,58385337,19/05/2021,paid,
INV07939,PRJ00809,Stagehand Talent Agency,Talent,22373064,04/06/2021,pending,
INV02431,PRJ02380,Naija Faces Casting,Talent,17271011,10-08-2025,pending,
INV05792,PRJ02204,SoundWave Post,Post-Production,1237923,2025-02-02,Overdue,
INV08798,PRJ02168,reel edit studios,Post-Production,3268392,14-01-2023,Pending,
INV06089,PRJ02859,OnSet Meals NG,Catering,"NGN 994,828",01/03/2023,paid,
INV01838,PRJ03952,COASTLINE PROPERTY SERVICES,Location,30273700,16-01-2021,Disputed,
INV04634,PRJ02598,Crew Connect NG,Crew,2698180,16/06/2025,Disputed,
INV04803,PRJ03574,Mama Bisi Kitchen Services,Catering,6892136,06-11-2025,PAID,
INV06545,PRJ02662,Naija Locations Ltd,Location,5572892,09/12/2022,disputed,
INV00956,PRJ02032,Crew Connect NG,Crew,33255826,06 May 2023,Overdue,
INV02351,PRJ01258,Crew Connect NG,Crew,11491315,18 Feb 2025,disputed,
INV01161,PRJ00428,Lagos Grip & Lighting Co,Equipment Rental,31352703,04/05/2025,OVERDUE,
INV01441,PRJ02612,OnDeck Production Staffing,Crew,2487817,2023-02-25,PAID,
INV01156,PRJ00419,Naija Faces Casting,Talent,"NGN 8,264,386",19-08-2021,Pd,
INV01393,PRJ03020,ColourGrade Lagos,Post-Production,8189612,10/07/2023,disputed,
INV07010,PRJ01439,crew connect ng,Crew,13804299,17 Aug 2021,Paid,
INV06383,PRJ01688,OnSet Meals NG,Catering,8384574,2025-09-04,paid,
INV00381,PRJ03964,Urban Set Scouts,Location,59476102,25-04-2022,OVERDUE,
INV06956,PRJ00160,ColourGrade Lagos,Post-Production,8572576,09/12/2021,Paid,
INV00664,PRJ02371,ColourGrade Lagos,Post-Production,37189264,03/02/2021,Pending,
INV04786,PRJ03672,Naija Faces Casting,Talent,13376025,09/04/2021,Pending,
INV05504,PRJ02790,Frame & Focus Equipment,Equipment Rental,26448268,07 Nov 2024,Pending,
INV09382,PRJ01201,reel edit studios,Post-Production,1664235,27/04/2025,OVERDUE,
INV06578,PRJ01512,Crewnnect,Crew,2454843,11/03/2023,Disputed,
INV07569,PRJ02539,NAIJA FACES CASTING,Talent,10048406,2021-01-03,pending,
INV00316,PRJ03899,Crew Connect NG,Crew,5251639,23-03-2022,Pd,
INV03348,PRJ03362,SoundWave Post NG,Post-Production,3665872,2024-06-04,OVERDUE,
INV01396,PRJ00228,Crewnnect,Crew,4493132,08 Oct 2023,Pending,
INV09671,PRJ03799,Reel Edit Studios,Post-Production,13817206,23-01-2024,Pd,
INV03084,PRJ00632,COASTLINE PROPERTY SERVICES,Location,13180285,14/07/2023,pending,
INV00404,PRJ03488,Crew Connect NG,Crew,13391421,08-12-2021,Pending,
INV00935,PRJ03125,Mama Bisi Kitchen Services,Catering,2380884,25 Sep 2025,paid,
INV09228,PRJ00801,ProGear Nigeria,Equipment Rental,16021465,15-02-2023,Paid,
INV03890,PRJ03851,Urban Set Scouts,Location,8979227,02/12/2024,Pending,
INV08745,PRJ03031,OnDeck Production Staffing,Crew,29513428,12-12-2022,Pending,
INV03156,PRJ00992,Redline Camera Rentals,Equipment Rental,7975772,20-06-2023,disputed,
INV04392,PRJ03601,SoundWave Post NG,Post-Production,1365524,26 Jan 2025,Pd,
INV00355,PRJ00530,Crew Connect NG,Crew,2447768,2024-11-14,Paid,
INV09573,PRJ00727,Chop Life Catering,Catering,771769,2024-04-17,OVERDUE,
INV01052,PRJ02269,LAGOS GRIP & LIGHTING CO,Equipment Rental,28829262,06/06/2025,disputed,
INV08989,PRJ03010,Redline Camera Rentals,Equipment Rental,42933808,05 Apr 2024,Paid,
INV01171,PRJ03111,ProGear Nigeria,Equipment Rental,5219600,14 Feb 2025,paid,
INV00068,PRJ02726,soundwave post ng,Post-Production,14816903,10/08/2021,pending,
INV04082,PRJ02074,Frame & Focus Equipment,Equipment Rental,8333764,26-06-2025,pending,
INV09443,PRJ03412,CREW CONNECT NG,Crew,5906042,10/09/2022,Paid,
INV02160,PRJ03330,OnDeck Production Staffing,Crew,"NGN 31,557,594",19/07/2023,Pd,
INV01683,PRJ03427,Urban Set Scouts,Location,16282986,12-01-2024,pending,
INV07130,PRJ03696,Naija Faces Casting,Talent,8873841,23 Sep 2024,PAID,
INV05294,PRJ03489,ColourGrade Lagos,Post-Production,16980733,08/01/2021,PAID,
INV04571,PRJ03682,Lagos Grip & Lighting Co,Equipment Rental,49188474,16/08/2021,pending,
INV00782,PRJ00017,Urban Set Scouts,Location,6507996,09/11/2021,OVERDUE,
INV04813,PRJ03349,SoundWave Post NG,Post-Production,23081034,15-03-2024,OVERDUE,
INV02850,PRJ01948,ColourGrade Lagos,Post-Production,25279951,05-10-2021,Overdue,
INV03656,PRJ01278,Lagos Grip & Lighting Co,Equipment Rental,544108,2022-04-06,Pending,
INV09194,PRJ01682,Chop Life Catering,Catering,2143441,24/04/2024,Paid,
INV09560,PRJ00409,ProGear Nigeria,Equipment Rental,47105743,04-12-2022,disputed,
INV05121,PRJ00111,ColourGrade Lagos,Post-Production,19592105,15/07/2021,disputed,
INV02468,PRJ02777,OnDeck Production Staffing,Crew,32255543,11-03-2022,OVERDUE,
INV01114,PRJ02084,SoundWave Post NG,Post-Production,1824945,07 Apr 2022,Overdue,
INV01638,PRJ01569,crew connect ng,Crew,564026,2021-11-11,Pd,
INV07108,PRJ01175,Chop Life Catering,Catering,6355273,19/03/2024,Disputed,
INV08155,PRJ03557,NAIJA LOCATIONS LTD,Location,16335869,28-01-2024,PAID,
INV06271,PRJ03913,redline camera rentals,Equipment Rental,19526594,26/07/2021,OVERDUE,
INV02407,PRJ00481,ProGear Nigeria,Equipment Rental,"NGN 7,935,489",03 Jun 2022,pending,
INV07695,PRJ01520,REEL EDIT STUDIOS,Post-Production,56211233,16 Jun 2024,pending,
INV03699,PRJ01049,Redline Camera Rentals,Equipment Rental,516346,15 Feb 2021,OVERDUE,
INV01360,PRJ03017,Reel Edit Studios,Post-Production,639914,2021-08-11,Disputed,
INV07876,PRJ01393,coastline property services,Location,"NGN 819,677",05-07-2021,disputed,
INV07629,PRJ00773,Coastline Property Services,Location,29218183,15 Jan 2021,Pd,
INV00081,PRJ00571,Stagehand Talent Agency,Talent,40805834,11/08/2023,Paid,
INV01565,PRJ02817,Coastline Property Services,Location,8473012,08-05-2025,Pd,
INV09362,PRJ01673,Stagehand Talent Agency,Talent,4181658,15/03/2021,Pending,
INV04684,PRJ02303,Coastline Property Services,Location,1302674,08/06/2021,pending,
INV04921,PRJ00982,crew connect ng,Crew,7029232,2025-04-17,Overdue,
INV04365,PRJ01052,Reel Edit Studios,Post-Production,287188,20 Jul 2021,pending,
INV01329,PRJ03900,OnSet Meals NG,Catering,21849675,03 Jan 2023,Pd,
INV07179,PRJ02677,Mama Bisi Kitchen Services,Catering,2859190,21 Aug 2024,Disputed,
INV06798,PRJ01417,Mama Bisi Kitchen Services,Catering,20307255,25-07-2024,disputed,
INV07453,PRJ03328,Crew Connect NG,Crew,42392250,16/04/2021,disputed,
INV07450,PRJ03129,colourgrade lagos,Post-Production,20388376,2025-10-05,Pending,
INV08902,PRJ01496,crew connect ng,Crew,12529735,27 May 2025,OVERDUE,
INV05745,PRJ00333,Naija Faces Casting,Talent,43577226,09/03/2023,Paid,
INV08807,PRJ03257,Chop Life Catering,Catering,708554,24 Dec 2024,Disputed,
INV02888,PRJ02880,Mama Bisi Kitchen Services,Catering,17759297,2022-10-16,Pending,
INV05375,PRJ01530,SoundWave Post NG,Post-Production,35694495,11/01/2023,Paid,
INV03043,PRJ01923,ColourGrade Lagos,Post-Production,31063891,02/08/2024,Overdue,
INV03435,PRJ01846,OnSet Meals NG,Catering,17143628,10 May 2022,OVERDUE,
INV00092,PRJ03033,Coastline Property Services,Location,13229874,18 Nov 2024,Disputed,
INV08938,PRJ01330,Redline Camera Rentals,Equipment Rental,44978868,09/02/2022,Overdue,
INV07118,PRJ01135,Coastline Property Services,Location,1959505,2025-06-18,Disputed,
INV04638,PRJ00924,Naija Faces Casting,Talent,"NGN 20,319,298",05/08/2024,paid,
INV02378,PRJ02090,OnSet Meals NG,Catering,36569309,04/09/2025,Paid,
INV09578,PRJ01998,STAGEHAND TALENT AGENCY,Talent,12651465,21/01/2021,OVERDUE,
INV03963,PRJ00770,NAIJA LOCATIONS LTD,Location,15285040,10/03/2023,Paid,
INV01919,PRJ02649,Naija Faces Casting,Talent,29599383,10 Jun 2021,OVERDUE,
INV02498,PRJ02348,STAGEHAND TALENT AGENCY,Talent,2093940,17-02-2023,paid,
INV00787,PRJ03499,Naija Faces Casting,Talent,7681246,23 Aug 2025,Pending,
INV06698,PRJ03961,Mama Bisi Kitchen Services,Catering,30143057,09/11/2022,Disputed,
INV05124,PRJ00412,Crew Connect NG,Crew,10309646,14 Jul 2021,disputed,
INV02141,PRJ03035,Crew Connect NG,Crew,18634577,14 Jan 2023,Disputed,
INV02939,PRJ00169,OnDeck Production Staffing,Crew,21605479,2022-08-19,Pd,
INV09418,PRJ00150,ColourGrade Lagos,Post-Production,28743887,2025-11-02,disputed,
INV03669,PRJ03950,Reel Edit Studios,Post-Production,664651,13-05-2021,disputed,
INV01176,PRJ00124,urban set scouts,Location,9826073,05/11/2021,pending,
INV07459,PRJ00925,ondeck production staffing,Crew,14649924,24-08-2024,Paid,
INV02670,PRJ00705,Chop Life Catering,Catering,5489727,06 Oct 2024,Paid,
INV02924,PRJ02956,Naija Locations Ltd,Location,12790360,2025-12-11,pending,
INV07747,PRJ02436,URBAN SET SCOUTS,Location,25913054,27 Feb 2022,Pd,
INV03708,PRJ02480,OnSet Meals NG,Catering,"NGN 12,382,498",27 Aug 2023,Overdue,
INV08757,PRJ00844,ondeck production staffing,Crew,9394538,21 Aug 2023,Overdue,
INV00006,PRJ03827,CREW CONNECT NG,Crew,4382463,2022-06-10,OVERDUE,
INV02147,PRJ02776,Urban Set Scouts,Location,67042031,2022-06-02,pending,
INV01899,PRJ00951,Reel Edit Studios,Post-Production,10888528,26/06/2022,Pd,
INV06596,PRJ01953,Stagehand Talent Agency,Talent,34530515,06/05/2021,Paid,
INV08518,PRJ02559,FRAME & FOCUS EQUIPMENT,Equipment Rental,27691593,18-10-2022,Overdue,
INV02771,PRJ01259,Naija Locations,Location,30141980,26/02/2021,disputed,
INV03344,PRJ00600,Mama Bisi Kitchen Services,Catering,2646623,11-12-2021,Pending,
INV01997,PRJ02232,Stagehand Talent Agency,Talent,12098512,23 Feb 2025,paid,
INV07925,PRJ00780,Crewnnect,Crew,13216642,17 Nov 2025,paid,
INV07516,PRJ00520,Stagehand Talent Agency,Talent,5567835,2025-08-28,pending,
INV07816,PRJ01907,Crew Connect NG,Crew,19241601,06 May 2024,Pending,
INV02017,PRJ03807,redline camera rentals,Equipment Rental,4103474,04-06-2021,pending,
INV08267,PRJ03722,Mama Bisi Kitchen Services,Catering,1175430,2024-07-23,Paid,
INV04311,PRJ02011,Naija Faces Casting,Talent,42051477,2025-01-03,pending,
INV05963,PRJ02038,OnDeck Production Staffing,Crew,33164863,27-12-2023,PAID,
INV05396,PRJ02056,Frame & Focus Equipment,Equipment Rental,3337218,24/01/2024,PAID,
INV00906,PRJ00484,Crew Connect NG,Crew,40248129,23 Sep 2023,Paid,
INV00322,PRJ02317,Chop Life Catering,Catering,19554152,24-09-2021,Pd,
INV07246,PRJ01968,ProGear Nigeria,Equipment Rental,2823811,03 Jan 2021,Pending,
INV02814,PRJ01073,Reel Edit Studios,Post-Production,54048959,10/05/2023,Overdue,
INV08441,PRJ00665,Reel Edit Studios,Post-Production,5123611,2025-11-07,Paid,
INV07706,PRJ03759,OnDeck Production Staffing,Crew,31198596,2022-12-16,Pd,
INV07213,PRJ03767,colourgrade lagos,Post-Production,15026990,08-04-2022,OVERDUE,
INV08192,PRJ02291,Crew Connect NG,Crew,"NGN 1,454,824",2021-05-13,Pd,
INV05152,PRJ03556,Stagehand Talent Agency,Talent,660792,01 Jun 2025,Disputed,
INV03417,PRJ02659,Naija Faces Casting,Talent,16751271,2022-08-22,disputed,
INV08854,PRJ01167,Mama Bisi Kitchen Services,Catering,17680492,2023-07-03,Paid,
INV01778,PRJ02932,SoundWave Post NG,Post-Production,48739775,26 Nov 2021,Pending,
INV08046,PRJ03784,CREW CONNECT NG,Crew,3058268,14-12-2021,PAID,
INV08928,PRJ02046,Naija Faces Casting,Talent,9013406,01 Mar 2021,Pd,
INV09220,PRJ03711,SoundWave Post NG,Post-Production,6267827,28-10-2025,pending,
INV06134,PRJ03289,SoundWave Post NG,Post-Production,34782497,14/01/2024,disputed,
INV00734,PRJ01100,frame & focus equipment,Equipment Rental,6744634,11 Jul 2021,pending,
INV08042,PRJ03784,Lagos Grip & Lighting Co,Equipment Rental,2636743,09 Sep 2024,paid,
INV06207,PRJ02899,Urban Set Scouts,Location,1378320,04/02/2021,Pd,
INV08885,PRJ01475,colourgrade lagos,Post-Production,35404759,2025-06-14,Pd,
INV06354,PRJ01694,Naija Locations Ltd,Location,15345417,18 Nov 2023,Overdue,
INV09623,PRJ01254,OnDeck Production Staffing,Crew,7647062,26 Jul 2022,pending,
INV06665,PRJ00298,SoundWave Post NG,Post-Production,28474481,2023-11-22,OVERDUE,
INV01916,PRJ00184,stagehand talent agency,Talent,32705606,04-04-2022,Pd,
INV04718,PRJ00896,OnDeck Production Staffing,Crew,35565362,2024-04-13,paid,
INV04161,PRJ00785,Lagos Grip & Lighting Co,Equipment Rental,26491198,21/12/2025,pending,
INV09478,PRJ01139,Naija Faces Casting,Talent,2768425,27/11/2021,pending,
INV05965,PRJ02038,Naija Locations Ltd,Location,20848951,20-08-2022,Overdue,
INV05155,PRJ03556,Crewnnect,Crew,1900185,01/07/2021,Paid,
INV05998,PRJ02478,Chop Life Catering,Catering,38511673,03 Oct 2025,Disputed,
INV00306,PRJ01560,Redline Camera Rentals,Equipment Rental,1372672,12/09/2022,Pending,
INV07762,PRJ01307,Naija Faces Casting,Talent,7171507,25/09/2025,Disputed,
INV04147,PRJ00929,Crew Connect NG,Crew,36549308,02/02/2022,Pd,
INV06608,PRJ00359,progear nigeria,Equipment Rental,"NGN 24,511,591",17 Jul 2024,Pd,
INV05527,PRJ01906,Naija Faces Casting,Talent,2576608,2021-02-09,pending,
INV09117,PRJ02963,Chop Life Catering,Catering,10799071,21 Feb 2024,OVERDUE,
INV04725,PRJ00099,Naija Faces Casting,Talent,27989221,03-02-2022,Paid,
INV01793,PRJ01059,Stagehand Talent Agency,Talent,26433414,2025-09-06,OVERDUE,
INV00647,PRJ02289,Crew Connect NG,Crew,9540979,15 May 2023,PAID,
INV07600,PRJ02893,OnDeck Production Staffing,Crew,14204125,03 Apr 2024,Pending,
INV01891,PRJ01532,Crew Connect NG,Crew,28869093,2021-11-15,PAID,
INV04982,PRJ00814,Urban Set Scouts,Location,4381757,28/05/2021,paid,
INV05521,PRJ03040,Chop Life Catering,Catering,204436,05 Nov 2025,Pd,
INV08900,PRJ01187,SoundWave Post NG,Post-Production,662249,01/03/2024,Overdue,
INV06204,PRJ02899,CREW CONNECT NG,Crew,8655186,2021-05-14,OVERDUE,
