scan_id,order_id,scan_type,scan_timestamp,staff_id
1925,1262,pickup_scan,2025-01-08 05:00,24
1926,1262,dropoff_scan,2025-01-13 08:00,10
1927,1263,pickup_scan,2025-01-22 16:00,14
1928,1264,pickup_scan,2025-05-17 00:00,2
1929,1265,pickup_scan,2025-08-13 11:00,3
1930,1265,dropoff_scan,2025-08-17 09:00,8
1931,1266,pickup_scan,2025-08-07 20:00,25
1932,1267,pickup_scan,2025-05-31 16:00,22
1933,1267,dropoff_scan,2025-06-05 04:00,5
1934,1268,pickup_scan,2025-09-27 04:00,1
1935,1268,dropoff_scan,2025-10-01 22:00,1
1936,1269,pickup_scan,2025-09-21 16:00,7
1937,1270,pickup_scan,2025-10-12 21:00,15
1938,1270,dropoff_scan,2025-10-13 15:00,2
1939,1271,pickup_scan,2025-03-12 12:00,21
1940,1271,dropoff_scan,2025-03-15 18:00,14
1941,1272,pickup_scan,2025-09-17 04:00,11
1942,1272,dropoff_scan,2025-09-18 19:00,1
1943,1273,pickup_scan,2025-05-27 08:00,18
1944,1273,dropoff_scan,2025-05-27 21:00,20
1945,1274,pickup_scan,2025-10-11 03:00,13
1946,1274,dropoff_scan,2025-10-13 11:00,24
1947,1275,pickup_scan,2025-09-17 02:00,21
1948,1275,dropoff_scan,2025-09-21 17:00,17
1949,1276,pickup_scan,2025-06-22 04:00,16
1950,1276,dropoff_scan,2025-06-22 12:00,21
1951,1277,pickup_scan,2025-09-03 05:00,18
1952,1277,dropoff_scan,2025-09-05 06:00,15
1953,1278,pickup_scan,2025-09-02 18:00,1
1954,1279,pickup_scan,2025-03-13 06:00,9
1955,1279,dropoff_scan,2025-03-14 16:00,18
1956,1280,pickup_scan,2025-01-29 16:00,8
1957,1280,dropoff_scan,2025-01-29 22:00,6
1958,1281,pickup_scan,2025-05-03 02:00,21
1959,1281,dropoff_scan,2025-05-04 11:00,24
1960,1282,pickup_scan,2025-07-10 22:00,5
1961,1283,pickup_scan,2025-03-18 23:00,3
1962,1283,dropoff_scan,2025-03-18 23:00,2
1963,1284,pickup_scan,2025-06-15 12:00,21
1964,1284,dropoff_scan,2025-06-21 21:00,24
1965,1285,pickup_scan,2025-06-25 01:00,6
1966,1287,pickup_scan,2025-01-18 10:00,21
1967,1288,pickup_scan,2025-02-01 20:00,12
1968,1288,dropoff_scan,2025-02-04 12:00,23
1969,1289,pickup_scan,2025-09-10 14:00,2
1970,1290,pickup_scan,2025-05-07 23:00,19
1971,1290,dropoff_scan,2025-05-14 08:00,12
1972,1291,pickup_scan,2025-06-01 20:00,4
1973,1292,pickup_scan,2025-02-08 02:00,13
1974,1292,dropoff_scan,2025-02-09 21:00,5
1975,1293,pickup_scan,2025-08-29 07:00,25
1976,1293,dropoff_scan,2025-09-03 17:00,24
1977,1294,pickup_scan,2025-06-29 12:00,25
1978,1294,dropoff_scan,2025-07-04 18:00,14
1979,1295,pickup_scan,2025-05-30 10:00,17
1980,1295,dropoff_scan,2025-06-05 00:00,3
1981,1296,pickup_scan,2025-03-19 11:00,2
1982,1296,dropoff_scan,2025-03-24 01:00,2
1983,1297,pickup_scan,2025-01-12 02:00,15
1984,1298,pickup_scan,2025-01-21 18:00,23
1985,1298,dropoff_scan,2025-01-25 08:00,20
1986,1299,pickup_scan,2025-09-23 18:00,6
1987,1299,dropoff_scan,2025-09-28 00:00,5
1988,1301,pickup_scan,2025-02-06 22:00,20
1989,1301,dropoff_scan,2025-02-13 15:00,24
1990,1302,pickup_scan,2025-01-11 01:00,25
1991,1302,dropoff_scan,2025-01-13 17:00,12
1992,1304,pickup_scan,2025-03-28 04:00,7
1993,1304,dropoff_scan,2025-03-29 11:00,3
1994,1305,pickup_scan,2025-10-04 01:00,9
1995,1305,dropoff_scan,2025-10-06 12:00,19
1996,1306,pickup_scan,2025-11-30 20:00,22
1997,1307,pickup_scan,2025-06-19 04:00,3
1998,1307,dropoff_scan,2025-06-24 08:00,14
1999,1308,pickup_scan,2025-05-21 09:00,3
2000,1308,dropoff_scan,2025-05-27 01:00,2
2001,1310,pickup_scan,2025-06-04 12:00,10
2002,1310,dropoff_scan,2025-06-05 13:00,25
2003,1311,pickup_scan,2025-02-20 15:00,18
2004,1311,dropoff_scan,2025-02-22 23:00,1
2005,1312,pickup_scan,2025-03-19 01:00,13
2006,1312,dropoff_scan,2025-03-21 22:00,13
2007,1313,pickup_scan,2025-01-31 10:00,20
2008,1315,pickup_scan,2025-09-22 19:00,13
2009,1315,dropoff_scan,2025-09-28 20:00,24
2010,1316,pickup_scan,2025-12-23 17:00,12
2011,1316,dropoff_scan,2025-12-25 23:00,4
2012,1317,pickup_scan,2025-02-03 15:00,20
2013,1317,dropoff_scan,2025-02-07 16:00,21
2014,1318,pickup_scan,2025-11-24 09:00,4
2015,1318,dropoff_scan,2025-11-26 01:00,3
2016,1319,pickup_scan,2025-10-25 09:00,3
2017,1320,pickup_scan,2025-02-17 23:00,21
2018,1321,pickup_scan,2025-11-24 14:00,18
2019,1322,pickup_scan,2025-12-14 03:00,10
2020,1323,pickup_scan,2025-02-04 09:00,10
2021,1323,dropoff_scan,2025-02-05 07:00,14
2022,1324,pickup_scan,2025-09-17 09:00,15
2023,1324,dropoff_scan,2025-09-18 16:00,23
2024,1325,pickup_scan,2025-03-26 15:00,8
2025,1325,dropoff_scan,2025-04-01 02:00,21
2026,1326,pickup_scan,2025-05-22 11:00,12
2027,1326,dropoff_scan,2025-05-24 11:00,17
2028,1327,pickup_scan,2025-06-13 12:00,19
2029,1328,pickup_scan,2025-07-11 10:00,10
2030,1328,dropoff_scan,2025-07-11 10:00,16
2031,1329,pickup_scan,2025-09-25 23:00,15
2032,1329,dropoff_scan,2025-10-01 21:00,13
2033,1330,pickup_scan,2025-03-11 19:00,7
2034,1330,dropoff_scan,2025-03-13 15:00,21
2035,1331,pickup_scan,2025-05-27 16:00,8
2036,1331,dropoff_scan,2025-05-31 00:00,19
2037,1332,pickup_scan,2025-05-08 22:00,15
2038,1333,pickup_scan,2025-05-19 14:00,25
2039,1334,pickup_scan,2025-07-17 13:00,19
2040,1335,pickup_scan,2025-07-16 22:00,10
2041,1335,dropoff_scan,2025-07-21 15:00,16
2042,1336,pickup_scan,2025-04-09 06:00,13
2043,1337,pickup_scan,2025-03-28 19:00,1
2044,1338,pickup_scan,2025-12-27 15:00,25
2045,1339,pickup_scan,2025-04-19 21:00,2
2046,1339,dropoff_scan,2025-04-20 07:00,16
2047,1340,pickup_scan,2025-04-01 13:00,3
2048,1340,dropoff_scan,2025-04-04 13:00,4
2049,1341,pickup_scan,2025-04-22 04:00,16
2050,1341,dropoff_scan,2025-04-24 09:00,17
2051,1345,pickup_scan,2025-11-12 18:00,2
2052,1345,dropoff_scan,2025-11-15 22:00,18
2053,1346,pickup_scan,2025-07-05 07:00,4
2054,1347,pickup_scan,2025-02-21 14:00,10
2055,1347,dropoff_scan,2025-02-27 11:00,21
2056,1348,pickup_scan,2025-06-22 11:00,8
2057,1349,pickup_scan,2025-10-10 14:00,13
2058,1349,dropoff_scan,2025-10-14 04:00,1
2059,1350,pickup_scan,2025-07-05 02:00,1
2060,1352,pickup_scan,2025-03-04 02:00,22
2061,1353,pickup_scan,2025-10-04 04:00,18
2062,1354,pickup_scan,2025-12-11 12:00,22
2063,1354,dropoff_scan,2025-12-17 13:00,15
2064,1355,pickup_scan,2025-10-25 16:00,16
2065,1356,pickup_scan,2025-10-31 13:00,23
2066,1356,dropoff_scan,2025-11-02 22:00,22
2067,1357,pickup_scan,2025-09-09 06:00,24
2068,1357,dropoff_scan,2025-09-14 23:00,15
2069,1358,pickup_scan,2025-09-09 20:00,4
2070,1358,dropoff_scan,2025-09-12 08:00,7
2071,1359,pickup_scan,2025-01-14 22:00,13
2072,1359,dropoff_scan,2025-01-15 21:00,24
2073,1360,pickup_scan,2025-07-15 11:00,15
2074,1361,pickup_scan,2025-11-18 13:00,22
2075,1361,dropoff_scan,2025-11-20 19:00,25
2076,1363,pickup_scan,2025-10-05 17:00,5
2077,1363,dropoff_scan,2025-10-10 23:00,19
2078,1364,pickup_scan,2025-10-25 00:00,4
2079,1366,pickup_scan,2025-03-25 22:00,22
2080,1366,dropoff_scan,2025-03-27 14:00,3
2081,1367,pickup_scan,2025-02-25 15:00,23
2082,1367,dropoff_scan,2025-03-03 20:00,3
2083,1368,pickup_scan,2025-08-30 04:00,18
2084,1368,dropoff_scan,2025-09-04 22:00,3
2085,1369,pickup_scan,2025-06-27 04:00,6
2086,1369,dropoff_scan,2025-06-27 21:00,15
2087,1371,pickup_scan,2025-10-31 14:00,7
2088,1371,dropoff_scan,2025-11-05 01:00,4
2089,1373,pickup_scan,2025-04-05 21:00,3
2090,1373,dropoff_scan,2025-04-09 02:00,19
2091,1374,pickup_scan,2025-03-19 23:00,19
2092,1374,dropoff_scan,2025-03-20 15:00,21
2093,1375,pickup_scan,2025-04-13 01:00,23
2094,1375,dropoff_scan,2025-04-16 18:00,4
2095,1376,pickup_scan,2025-12-20 01:00,10
2096,1376,dropoff_scan,2025-12-20 13:00,24
2097,1377,pickup_scan,2025-11-03 10:00,3
2098,1377,dropoff_scan,2025-11-06 02:00,16
2099,1378,pickup_scan,2025-11-21 10:00,15
2100,1379,pickup_scan,2025-06-12 10:00,21
2101,1380,pickup_scan,2025-03-23 09:00,9
2102,1380,dropoff_scan,2025-03-25 20:00,5
2103,1381,pickup_scan,2025-01-21 02:00,21
2104,1381,dropoff_scan,2025-01-22 04:00,14
2105,1382,pickup_scan,2025-01-14 05:00,12
2106,1382,dropoff_scan,2025-01-19 09:00,10
2107,1383,pickup_scan,2025-04-23 17:00,11
2108,1383,dropoff_scan,2025-04-30 09:00,15
2109,1385,pickup_scan,2025-04-08 22:00,4
2110,1385,dropoff_scan,2025-04-11 11:00,17
2111,1386,pickup_scan,2025-07-23 08:00,7
2112,1387,pickup_scan,2025-01-06 00:00,24
2113,1387,dropoff_scan,2025-01-10 15:00,7
2114,1388,pickup_scan,2025-01-17 13:00,12
2115,1389,pickup_scan,2025-10-12 06:00,17
2116,1390,pickup_scan,2025-08-09 19:00,1
2117,1390,dropoff_scan,2025-08-10 16:00,10
2118,1391,pickup_scan,2025-09-19 08:00,9
2119,1391,dropoff_scan,2025-09-22 16:00,1
2120,1392,pickup_scan,2025-05-02 01:00,23
2121,1393,pickup_scan,2025-09-22 22:00,11
2122,1394,pickup_scan,2025-01-29 08:00,3
2123,1394,dropoff_scan,2025-01-31 16:00,9
2124,1395,pickup_scan,2025-01-21 22:00,12
2125,1395,dropoff_scan,2025-01-22 20:00,17
2126,1396,pickup_scan,2025-01-27 12:00,24
2127,1397,pickup_scan,2025-02-10 23:00,22
2128,1397,dropoff_scan,2025-02-11 14:00,6
2129,1398,pickup_scan,2025-03-12 21:00,20
2130,1398,dropoff_scan,2025-03-16 08:00,13
2131,1399,pickup_scan,2025-02-10 14:00,9
2132,1400,pickup_scan,2025-05-20 15:00,2
2133,1400,dropoff_scan,2025-05-27 10:00,11
2134,1401,pickup_scan,2025-07-15 01:00,18
2135,1401,dropoff_scan,2025-07-18 19:00,18
2136,1403,pickup_scan,2025-12-21 12:00,14
2137,1404,pickup_scan,2025-04-27 03:00,17
2138,1404,dropoff_scan,2025-05-03 10:00,10
2139,1405,pickup_scan,2025-10-19 01:00,21
2140,1406,pickup_scan,2025-01-25 18:00,22
2141,1406,dropoff_scan,2025-01-30 03:00,6
2142,1407,pickup_scan,2025-11-21 13:00,11
2143,1408,pickup_scan,2025-08-22 20:00,24
2144,1408,dropoff_scan,2025-08-27 17:00,8
2145,1409,pickup_scan,2025-02-17 18:00,24
2146,1409,dropoff_scan,2025-02-23 02:00,10
2147,1410,pickup_scan,2025-09-07 12:00,14
2148,1411,pickup_scan,2025-05-25 08:00,20
2149,1412,pickup_scan,2025-11-24 16:00,23
2150,1412,dropoff_scan,2025-11-30 02:00,3
2151,1413,pickup_scan,2025-06-20 08:00,23
2152,1413,dropoff_scan,2025-06-25 06:00,5
2153,1414,pickup_scan,2025-08-03 08:00,15
2154,1415,pickup_scan,2025-03-02 16:00,9
2155,1416,pickup_scan,2025-02-25 19:00,8
2156,1416,dropoff_scan,2025-03-03 03:00,21
2157,1417,pickup_scan,2025-01-13 20:00,16
2158,1418,pickup_scan,2025-11-01 15:00,18
2159,1419,pickup_scan,2025-06-24 21:00,21
2160,1419,dropoff_scan,2025-06-29 22:00,25
2161,1420,pickup_scan,2025-06-24 19:00,17
2162,1420,dropoff_scan,2025-06-26 07:00,11
2163,1421,pickup_scan,2025-03-06 06:00,18
2164,1421,dropoff_scan,2025-03-07 22:00,16
2165,1422,pickup_scan,2025-11-19 10:00,3
2166,1422,dropoff_scan,2025-11-24 01:00,2
2167,1423,pickup_scan,2025-02-07 04:00,16
2168,1424,pickup_scan,2025-06-24 15:00,24
2169,1424,dropoff_scan,2025-06-30 23:00,3
2170,1426,pickup_scan,2025-03-18 01:00,4
2171,1426,dropoff_scan,2025-03-21 17:00,13
2172,1427,pickup_scan,2025-09-09 22:00,20
2173,1427,dropoff_scan,2025-09-11 14:00,24
2174,1428,pickup_scan,2025-07-20 12:00,24
2175,1429,pickup_scan,2025-09-09 01:00,6
2176,1431,pickup_scan,2025-06-27 08:00,4
2177,1432,pickup_scan,2025-09-17 10:00,18
2178,1432,dropoff_scan,2025-09-23 06:00,18
2179,1433,pickup_scan,2025-09-15 03:00,15
2180,1433,dropoff_scan,2025-09-18 05:00,23
2181,1434,pickup_scan,2025-12-04 22:00,4
2182,1434,dropoff_scan,2025-12-06 04:00,1
2183,1435,pickup_scan,2025-05-21 17:00,21
2184,1435,dropoff_scan,2025-05-28 02:00,10
2185,1436,pickup_scan,2025-10-03 19:00,8
2186,1437,pickup_scan,2025-01-10 05:00,20
2187,1438,pickup_scan,2025-04-25 05:00,8
2188,1438,dropoff_scan,2025-04-28 02:00,25
2189,1439,pickup_scan,2025-08-11 06:00,19
2190,1440,pickup_scan,2025-05-21 23:00,16
2191,1441,pickup_scan,2025-10-03 00:00,8
2192,1441,dropoff_scan,2025-10-08 00:00,17
2193,1442,pickup_scan,2025-10-15 00:00,6
2194,1442,dropoff_scan,2025-10-18 16:00,17
2195,1443,pickup_scan,2025-02-24 00:00,13
2196,1443,dropoff_scan,2025-03-01 05:00,13
2197,1444,pickup_scan,2025-09-02 12:00,23
2198,1445,pickup_scan,2025-05-15 06:00,22
2199,1445,dropoff_scan,2025-05-19 08:00,4
2200,1446,pickup_scan,2025-06-30 04:00,18
2201,1447,pickup_scan,2025-02-25 16:00,21
2202,1447,dropoff_scan,2025-03-03 10:00,10
2203,1449,pickup_scan,2025-09-01 12:00,4
2204,1449,dropoff_scan,2025-09-05 16:00,10
2205,1450,pickup_scan,2025-12-03 11:00,4
2206,1451,pickup_scan,2025-05-06 23:00,13
2207,1451,dropoff_scan,2025-05-10 17:00,14
2208,1452,pickup_scan,2025-01-15 05:00,18
2209,1452,dropoff_scan,2025-01-14 23:00,18
2210,1453,pickup_scan,2025-11-18 08:00,23
2211,1453,dropoff_scan,2025-11-23 08:00,15
2212,1454,pickup_scan,2025-12-23 12:00,10
2213,1455,pickup_scan,2025-05-02 15:00,20
2214,1456,pickup_scan,2025-09-16 18:00,3
2215,1456,dropoff_scan,2025-09-18 12:00,1
2216,1457,pickup_scan,2025-12-24 22:00,14
2217,1458,pickup_scan,2025-08-27 04:00,20
2218,1458,dropoff_scan,2025-08-30 22:00,16
2219,1460,pickup_scan,2025-12-03 09:00,25
2220,1460,dropoff_scan,2025-12-04 02:00,15
2221,1461,pickup_scan,2025-11-22 16:00,25
2222,1461,dropoff_scan,2025-11-22 18:00,13
2223,1462,pickup_scan,2025-05-27 20:00,23
2224,1462,dropoff_scan,2025-05-31 14:00,25
2225,1463,pickup_scan,2025-09-30 18:00,22
2226,1463,dropoff_scan,2025-10-05 02:00,20
2227,1464,pickup_scan,2025-05-08 11:00,7
2228,1464,dropoff_scan,2025-05-14 13:00,11
2229,1465,pickup_scan,2025-10-13 02:00,5
2230,1466,pickup_scan,2025-01-14 01:00,8
2231,1466,dropoff_scan,2025-01-19 12:00,2
2232,1467,pickup_scan,2025-05-08 09:00,23
2233,1468,pickup_scan,2025-04-11 19:00,18
2234,1468,dropoff_scan,2025-04-16 07:00,12
2235,1469,pickup_scan,2025-09-26 05:00,3
2236,1469,dropoff_scan,2025-09-30 22:00,1
2237,1470,pickup_scan,2025-07-14 05:00,22
2238,1470,dropoff_scan,2025-07-15 19:00,19
2239,1471,pickup_scan,2025-09-03 20:00,13
2240,1471,dropoff_scan,2025-09-09 14:00,24
2241,1472,pickup_scan,2025-08-02 00:00,22
2242,1472,dropoff_scan,2025-08-06 21:00,5
2243,1473,pickup_scan,2025-06-03 08:00,19
2244,1473,dropoff_scan,2025-06-07 15:00,12
2245,1474,pickup_scan,2025-01-18 18:00,24
2246,1475,pickup_scan,2025-04-14 12:00,6
2247,1475,dropoff_scan,2025-04-21 00:00,9
2248,1476,pickup_scan,2025-07-30 07:00,13
2249,1476,dropoff_scan,2025-07-31 23:00,25
2250,1477,pickup_scan,2025-05-25 02:00,3
2251,1477,dropoff_scan,2025-05-27 00:00,21
2252,1479,pickup_scan,2025-12-04 12:00,6
2253,1479,dropoff_scan,2025-12-05 22:00,2
2254,1480,pickup_scan,2025-03-01 12:00,2
2255,1480,dropoff_scan,2025-03-04 08:00,16
2256,1481,pickup_scan,2025-07-07 16:00,17
2257,1482,pickup_scan,2025-04-14 21:00,9
2258,1483,pickup_scan,2025-01-08 16:00,18
2259,1483,dropoff_scan,2025-01-14 13:00,19
2260,1485,pickup_scan,2025-06-24 20:00,5
2261,1485,dropoff_scan,2025-07-01 00:00,7
2262,1486,pickup_scan,2025-05-28 11:00,1
2263,1486,dropoff_scan,2025-05-29 18:00,4
2264,1487,pickup_scan,2025-03-24 18:00,11
2265,1487,dropoff_scan,2025-03-25 22:00,4
2266,1488,pickup_scan,2025-05-21 17:00,13
2267,1488,dropoff_scan,2025-05-28 04:00,9
2268,1489,pickup_scan,2025-07-20 10:00,14
2269,1489,dropoff_scan,2025-07-25 18:00,16
2270,1490,pickup_scan,2025-11-04 06:00,5
2271,1490,dropoff_scan,2025-11-05 20:00,9
2272,1491,pickup_scan,2025-04-11 23:00,5
2273,1491,dropoff_scan,2025-04-13 06:00,22
2274,1492,pickup_scan,2025-12-18 10:00,15
2275,1492,dropoff_scan,2025-12-19 12:00,17
2276,1493,pickup_scan,2025-08-01 14:00,24
2277,1493,dropoff_scan,2025-08-03 13:00,7
2278,1494,pickup_scan,2025-02-11 09:00,12
2279,1495,pickup_scan,2025-04-08 07:00,22
2280,1495,dropoff_scan,2025-04-14 13:00,10
2281,1496,pickup_scan,2025-07-08 02:00,5
2282,1497,pickup_scan,2025-02-22 10:00,22
2283,1498,pickup_scan,2025-05-16 05:00,23
2284,1498,dropoff_scan,2025-05-17 12:00,1
2285,1500,pickup_scan,2025-01-23 21:00,24
2286,1501,pickup_scan,2025-05-22 22:00,2
2287,1502,pickup_scan,2025-01-19 05:00,4
2288,1502,dropoff_scan,2025-01-24 04:00,16
2289,1504,pickup_scan,2025-08-01 15:00,12
2290,1504,dropoff_scan,2025-08-06 16:00,7
2291,1505,pickup_scan,2025-01-20 18:00,3
2292,1506,pickup_scan,2025-08-23 22:00,6
2293,1506,dropoff_scan,2025-08-25 22:00,4
2294,1507,pickup_scan,2025-01-19 18:00,7
2295,1507,dropoff_scan,2025-01-26 04:00,23
2296,1508,pickup_scan,2025-03-16 11:00,24
2297,1509,pickup_scan,2025-12-11 01:00,1
2298,1510,pickup_scan,2025-10-28 14:00,5
2299,1510,dropoff_scan,2025-11-02 09:00,9
2300,1511,pickup_scan,2025-05-14 22:00,2
2301,1511,dropoff_scan,2025-05-21 12:00,3
2302,1512,pickup_scan,2025-03-17 09:00,16
2303,1512,dropoff_scan,2025-03-20 23:00,17
2304,1513,pickup_scan,2025-11-21 20:00,6
2305,1515,pickup_scan,2025-01-31 07:00,1
2306,1515,dropoff_scan,2025-02-04 10:00,6
2307,1516,pickup_scan,2025-09-28 21:00,14
2308,1517,pickup_scan,2025-01-19 16:00,12
2309,1517,dropoff_scan,2025-01-20 12:00,10
2310,1518,pickup_scan,2025-02-04 13:00,4
2311,1519,pickup_scan,2025-09-25 16:00,14
2312,1519,dropoff_scan,2025-10-02 10:00,11
2313,1520,pickup_scan,2025-06-23 21:00,23
2314,1520,dropoff_scan,2025-06-30 05:00,8
2315,1521,pickup_scan,2025-09-11 11:00,11
2316,1522,pickup_scan,2025-01-01 18:00,1
2317,1523,pickup_scan,2025-05-12 05:00,13
2318,1523,dropoff_scan,2025-05-17 00:00,3
2319,1525,pickup_scan,2025-12-20 17:00,17
2320,1526,pickup_scan,2025-03-14 06:00,22
2321,1526,dropoff_scan,2025-03-21 02:00,15
2322,1527,pickup_scan,2025-01-22 13:00,8
2323,1528,pickup_scan,2025-04-26 00:00,6
2324,1528,dropoff_scan,2025-05-01 10:00,19
2325,1529,pickup_scan,2025-03-22 07:00,17
2326,1530,pickup_scan,2025-06-13 02:00,7
2327,1530,dropoff_scan,2025-06-19 10:00,11
2328,1532,pickup_scan,2025-03-03 10:00,12
2329,1533,pickup_scan,2025-02-23 23:00,9
2330,1533,dropoff_scan,2025-02-24 09:00,3
2331,1534,pickup_scan,2025-09-18 14:00,10
2332,1534,dropoff_scan,2025-09-20 12:00,17
2333,1536,pickup_scan,2025-09-06 01:00,6
2334,1536,dropoff_scan,2025-09-07 05:00,16
2335,1538,pickup_scan,2025-02-08 21:00,1
2336,1538,dropoff_scan,2025-02-15 03:00,16
2337,1539,pickup_scan,2025-02-02 02:00,15
2338,1540,pickup_scan,2025-03-10 10:00,18
2339,1540,dropoff_scan,2025-03-13 17:00,14
2340,1541,pickup_scan,2025-10-19 08:00,8
2341,1541,dropoff_scan,2025-10-22 07:00,19
2342,1543,pickup_scan,2025-07-03 23:00,25
2343,1544,pickup_scan,2025-09-19 21:00,1
2344,1544,dropoff_scan,2025-09-22 15:00,19
2345,1546,pickup_scan,2025-11-15 03:00,15
2346,1546,dropoff_scan,2025-11-20 07:00,4
2347,1547,pickup_scan,2025-02-13 14:00,24
2348,1548,pickup_scan,2025-04-21 12:00,24
2349,1549,pickup_scan,2025-09-15 12:00,2
2350,1549,dropoff_scan,2025-09-19 04:00,4
2351,1550,pickup_scan,2025-07-03 15:00,20
2352,1550,dropoff_scan,2025-07-05 11:00,10
2353,1551,pickup_scan,2025-03-07 11:00,18
2354,1551,dropoff_scan,2025-03-11 15:00,19
2355,1553,pickup_scan,2025-04-09 14:00,2
2356,1553,dropoff_scan,2025-04-10 20:00,6
2357,1555,pickup_scan,2025-12-04 03:00,13
2358,1555,dropoff_scan,2025-12-06 12:00,20
2359,1556,pickup_scan,2025-06-04 05:00,25
2360,1556,dropoff_scan,2025-06-05 03:00,19
2361,1558,pickup_scan,2025-11-05 22:00,7
2362,1558,dropoff_scan,2025-11-07 05:00,5
2363,1559,pickup_scan,2025-12-09 06:00,2
2364,1559,dropoff_scan,2025-12-13 00:00,2
2365,1561,pickup_scan,2025-04-06 13:00,3
2366,1561,dropoff_scan,2025-04-12 06:00,20
2367,1562,pickup_scan,2025-11-05 12:00,10
2368,1563,pickup_scan,2025-02-08 14:00,20
2369,1564,pickup_scan,2025-12-02 12:00,21
2370,1564,dropoff_scan,2025-12-02 20:00,12
2371,1565,pickup_scan,2025-10-08 06:00,9
2372,1565,dropoff_scan,2025-10-12 19:00,23
2373,1566,pickup_scan,2025-03-26 08:00,7
2374,1566,dropoff_scan,2025-04-01 10:00,7
2375,1567,pickup_scan,2025-02-08 07:00,13
2376,1568,pickup_scan,2025-01-08 10:00,7
2377,1568,dropoff_scan,2025-01-15 02:00,23
2378,1569,pickup_scan,2025-04-16 03:00,15
2379,1569,dropoff_scan,2025-04-18 21:00,17
2380,1570,pickup_scan,2025-06-29 00:00,16
2381,1571,pickup_scan,2025-03-12 03:00,8
2382,1572,pickup_scan,2025-05-18 13:00,7
2383,1573,pickup_scan,2025-09-12 19:00,25
2384,1573,dropoff_scan,2025-09-19 13:00,22
2385,1574,pickup_scan,2025-10-16 11:00,14
2386,1574,dropoff_scan,2025-10-21 19:00,19
2387,1575,pickup_scan,2025-08-26 14:00,6
2388,1575,dropoff_scan,2025-08-28 16:00,17
2389,1576,pickup_scan,2025-04-13 19:00,17
2390,1576,dropoff_scan,2025-04-15 17:00,14
2391,1577,pickup_scan,2025-01-15 04:00,24
2392,1578,pickup_scan,2025-07-11 16:00,5
2393,1579,pickup_scan,2025-09-26 18:00,13
2394,1579,dropoff_scan,2025-09-30 20:00,25
2395,1580,pickup_scan,2025-06-21 16:00,7
2396,1580,dropoff_scan,2025-06-23 15:00,5
2397,1581,pickup_scan,2025-02-03 15:00,11
2398,1581,dropoff_scan,2025-02-08 11:00,5
2399,1582,pickup_scan,2025-08-07 07:00,13
2400,1582,dropoff_scan,2025-08-12 22:00,14
2401,1583,pickup_scan,2025-12-20 22:00,1
2402,1583,dropoff_scan,2025-12-21 20:00,15
2403,1584,pickup_scan,2025-07-02 23:00,5
2404,1585,pickup_scan,2025-04-19 03:00,22
2405,1586,pickup_scan,2025-02-28 06:00,8
2406,1586,dropoff_scan,2025-02-28 19:00,2
2407,1587,pickup_scan,2025-07-25 07:00,24
2408,1588,pickup_scan,2025-09-12 16:00,9
2409,1589,pickup_scan,2025-05-22 17:00,4
2410,1589,dropoff_scan,2025-05-24 19:00,18
2411,1590,pickup_scan,2025-11-27 15:00,8
2412,1591,pickup_scan,2025-09-24 09:00,22
2413,1591,dropoff_scan,2025-09-27 03:00,20
2414,1592,pickup_scan,2025-09-01 22:00,7
2415,1593,pickup_scan,2025-06-30 00:00,11
2416,1593,dropoff_scan,2025-07-01 04:00,11
2417,1595,pickup_scan,2025-01-13 06:00,22
2418,1595,dropoff_scan,2025-01-14 18:00,24
2419,1596,pickup_scan,2025-03-29 14:00,2
2420,1597,pickup_scan,2025-07-19 03:00,9
2421,1597,dropoff_scan,2025-07-24 12:00,9
2422,1598,pickup_scan,2025-10-19 14:00,23
2423,1598,dropoff_scan,2025-10-20 19:00,11
2424,1599,pickup_scan,2025-01-15 11:00,10
2425,1600,pickup_scan,2025-08-27 17:00,24
2426,1600,dropoff_scan,2025-08-31 03:00,2
2427,1601,pickup_scan,2025-08-19 16:00,5
2428,1601,dropoff_scan,2025-08-20 04:00,17
2429,1602,pickup_scan,2025-05-19 18:00,9
2430,1602,dropoff_scan,2025-05-24 10:00,2
2431,1603,pickup_scan,2025-06-16 22:00,24
2432,1603,dropoff_scan,2025-06-18 03:00,20
2433,1604,pickup_scan,2025-03-18 23:00,16
2434,1604,dropoff_scan,2025-03-23 22:00,2
2435,1605,pickup_scan,2025-03-28 16:00,25
2436,1606,pickup_scan,2025-07-27 19:00,11
2437,1606,dropoff_scan,2025-07-27 14:00,6
2438,1608,pickup_scan,2025-09-02 19:00,14
2439,1609,pickup_scan,2025-04-10 22:00,21
2440,1610,pickup_scan,2025-01-27 10:00,5
2441,1611,pickup_scan,2025-03-15 04:00,24
2442,1611,dropoff_scan,2025-03-16 20:00,20
2443,1613,pickup_scan,2025-09-21 12:00,17
2444,1614,pickup_scan,2025-05-15 03:00,16
2445,1616,pickup_scan,2025-04-07 12:00,1
2446,1617,pickup_scan,2025-04-26 16:00,13
2447,1618,pickup_scan,2025-04-19 10:00,2
2448,1618,dropoff_scan,2025-04-23 16:00,7
2449,1619,pickup_scan,2025-11-29 21:00,15
2450,1620,pickup_scan,2025-10-21 03:00,5
2451,1620,dropoff_scan,2025-10-22 00:00,20
2452,1621,pickup_scan,2025-08-29 12:00,17
2453,1621,dropoff_scan,2025-08-31 05:00,22
