record_id,student_id,module_code,exam_sitting_date,official_exam_score,verified_by
EXB01088,NLI-93033,EE101,12-02-2021,70,Dr Fatima Yusuf
EXB02309,NLI-127835,PH401,15-06-2019,88,dr. samuel okoro
EXB02303,nli-169661,DS101,15/03/2024,47,prof. chika nwosu
EXB01522,68877,ME301,12/10/2024,38,PROF. NGOZI EZE
EXB01423,NLI183614,EE301,2022-06-15,54,dr. samuel okoro
EXB00125,101399,DS301,2021-08-26,92,Dr. Adekunle Bello
EXB01801,NLI-176847,CS301,16-02-2022,71,Dr Fatima Yusuf
EXB01751,NLI53894,IT501,2024-01-22,58,PROF. NGOZI EZE
EXB01831,NLI-82215,DS401,17-04-2024,73,Dr Fatima Yusuf
EXB00823,NLI193712,DS401,2020-12-25,96,PROF. NGOZI EZE
EXB00062,85399,MT401,2020-04-05,28,Dr. Adekunle Bello
EXB02025,NLI-193918,EC401,09/10/2020,55,Dr Fatima Yusuf
EXB02583,NLI-50778,EE101,22-06-2021,70,dr. samuel okoro
EXB00053,nli-97858,PH101,27/11/2023,37,Dr. Adekunle Bello
EXB00914,46421,CS501,27-12-2019,47,PROF. NGOZI EZE
EXB00726,NLI-105086,EC301,27-08-2021,61,dr. samuel okoro
EXB00719,169333,MT101,2019-12-21,84,Dr Fatima Yusuf
EXB02293,NLI-149470,EE101,01-08-2023,47,prof. chika nwosu
EXB02068,NLI-157954,ST401,13/02/2024,87,prof. chika nwosu
EXB00747,nli-184301,EN301,24/09/2022,88,PROF. NGOZI EZE
EXB02062,nli-197335,ST301,2023-02-15,91,PROF. NGOZI EZE
EXB02097,195854,IT101,2024-01-23,57,dr. samuel okoro
EXB01053,nli-50438,DS201,08-05-2019,22,Dr Fatima Yusuf
EXB00515,NLI150768,DS201,05/08/2024,86,PROF. NGOZI EZE
EXB01270,NLI199266,EC401,2019-05-05,71,prof. chika nwosu
EXB01758,144006,ST301,27/10/2020,29,Dr Fatima Yusuf
EXB00396,NLI-97526,EE101,2023-09-07,89,dr. samuel okoro
EXB00530,38550,ST201,04/09/2024,23,Dr. Adekunle Bello
EXB02374,NLI-07832,CS501,20-07-2020,68,dr. samuel okoro
EXB01650,NLI42146,MT101,2023-04-27,73,dr. samuel okoro
EXB01892,13897,PH301,23-01-2023,40,Dr Fatima Yusuf
EXB02323,NLI-63790,EC101,15-11-2019,93,PROF. NGOZI EZE
EXB01750,06101,MT201,2020-03-23,63,PROF. NGOZI EZE
EXB01177,nli-145098,PH401,2024-09-14,32,dr. samuel okoro
EXB01060,nli-80211,MT401,02/03/2022,79,Dr Fatima Yusuf
EXB02004,NLI193240,MT101,2022-07-21,37,Dr Fatima Yusuf
EXB00228,nli-27396,CS201,18-05-2019,86,Dr. Adekunle Bello
EXB01914,NLI-178484,EC401,2022-12-14,51,dr. samuel okoro
EXB01339,65640,PH101,2024-08-28,51,Dr Fatima Yusuf
EXB00956,NLI06834,ST501,2023-11-26,70,Dr Fatima Yusuf
EXB02235,NLI144071,DS401,2024-12-23,70,Dr. Adekunle Bello
EXB00539,NLI-17432,EN401,2023-09-16,90,Dr. Adekunle Bello
EXB01461,NLI-01103,EN501,2020-07-20,97,Dr. Adekunle Bello
EXB02416,NLI35678,ME501,04/12/2024,81,PROF. NGOZI EZE
EXB01639,NLI83146,IT401,2022-12-06,56,PROF. NGOZI EZE
EXB00696,NLI-39059,CS201,11/04/2020,45,Dr. Adekunle Bello
EXB01318,NLI169676,PH401,2019-03-17,35,Dr. Adekunle Bello
EXB00738,29631,EC101,06-12-2019,46,Dr. Adekunle Bello
EXB01849,103210,MT101,12-10-2023,86,Dr Fatima Yusuf
EXB01548,NLI-196385,IT401,2021-08-12,92,Dr Fatima Yusuf
EXB01984,NLI-116649,MT301,21-10-2021,95,prof. chika nwosu
EXB00648,nli-155414,EC201,16-02-2020,34,prof. chika nwosu
EXB00796,nli-60699,EN301,23/06/2019,54,Dr. Adekunle Bello
EXB01830,NLI-58801,EE301,18-05-2023,52,PROF. NGOZI EZE
EXB00548,NLI-153389,CS501,28/11/2020,23,Dr Fatima Yusuf
EXB00835,29383,EE201,27-03-2019,52,Dr Fatima Yusuf
EXB01687,47240,MT501,2021-04-25,66,PROF. NGOZI EZE
EXB02240,NLI-97286,PH301,27/06/2021,48,Dr. Adekunle Bello
EXB00922,NLI-102245,EC101,26/03/2024,84,prof. chika nwosu
EXB02206,NLI-165601,ME401,2022-04-08,66,prof. chika nwosu
EXB01660,NLI-45384,PH201,21-10-2023,,prof. chika nwosu
EXB01617,nli-104299,IT401,07/12/2021,36,PROF. NGOZI EZE
EXB02549,194563,ST101,2024-08-07,39,Dr. Adekunle Bello
EXB00485,164263,MT201,11-06-2020,28,Dr. Adekunle Bello
EXB01353,187220,IT401,2020-01-25,82,Dr Fatima Yusuf
EXB01953,NLI-147069,EC301,26/07/2020,63,prof. chika nwosu
EXB01558,nli-59460,DS101,2020-03-28,22,Dr. Adekunle Bello
EXB01386,NLI-49109,EN101,24/11/2019,90,Dr Fatima Yusuf
EXB00718,NLI-133918,EE201,2023-10-03,,PROF. NGOZI EZE
EXB01299,nli-127662,EN301,21-06-2022,58,PROF. NGOZI EZE
EXB01000,114866,ME401,2020-11-09,33,dr. samuel okoro
EXB00621,nli-159317,EC301,01-02-2020,86,dr. samuel okoro
EXB00307,nli-32372,EE201,08/02/2019,91,Dr Fatima Yusuf
EXB00955,NLI-118627,ST201,2021-02-16,72,Dr. Adekunle Bello
EXB00490,NLI-178776,EC101,05-03-2024,62,PROF. NGOZI EZE
EXB00177,126592,EE301,01/01/2022,90,prof. chika nwosu
EXB00052,192633,EN501,2020-05-11,30,Dr. Adekunle Bello
EXB00213,NLI52587,PH501,2021-02-02,,Dr Fatima Yusuf
EXB01347,nli-50501,MT401,17-03-2021,-7,PROF. NGOZI EZE
EXB01064,NLI123294,DS301,23/10/2019,87,Dr Fatima Yusuf
EXB01209,NLI113486,IT201,19/10/2020,85,Dr Fatima Yusuf
EXB02343,111556,EN301,2019-02-02,51,prof. chika nwosu
EXB00525,NLI-145187,PH201,05-02-2019,63,PROF. NGOZI EZE
EXB02085,142625,EN401,23-03-2023,82,prof. chika nwosu
EXB01119,NLI-179084,EC101,11/08/2020,96,Dr Fatima Yusuf
EXB01551,NLI-132086,CS101,05-11-2021,95,Dr. Adekunle Bello
EXB01102,NLI-189273,EC401,2020-02-22,69,PROF. NGOZI EZE
EXB01785,NLI75880,EE401,06-07-2020,99,prof. chika nwosu
EXB02271,NLI-34474,ST301,2023-05-21,38,PROF. NGOZI EZE
EXB00023,114593,ST501,2020-05-21,90,PROF. NGOZI EZE
EXB01643,NLI-107049,EE201,2019-07-19,85,Dr Fatima Yusuf
EXB00482,nli-01423,EE401,24-07-2022,22,dr. samuel okoro
EXB02578,NLI-24727,EC201,20-03-2021,62,PROF. NGOZI EZE
EXB00214,NLI-12372,EN301,15-12-2022,52,PROF. NGOZI EZE
EXB00540,nli-40861,EE501,09-03-2021,66,Dr Fatima Yusuf
EXB00305,NLI-28353,CS101,14-02-2021,105,Dr Fatima Yusuf
EXB01846,nli-79879,ST401,2020-12-12,44,prof. chika nwosu
EXB01217,NLI-99043,IT501,2024-10-01,26,PROF. NGOZI EZE
EXB02433,NLI118384,MT301,18-07-2024,51,Dr. Adekunle Bello
EXB00075,nli-61241,EE101,2020-09-03,29,prof. chika nwosu
EXB01569,NLI185471,EN301,18-02-2020,81,dr. samuel okoro
EXB02522,NLI-16420,ME401,2023-12-12,45,dr. samuel okoro
EXB01329,nli-55480,CS101,28-06-2023,97,prof. chika nwosu
EXB01958,18227,PH201,09-01-2020,47,PROF. NGOZI EZE
EXB01034,NLI-166311,ST301,13-04-2023,102,Dr Fatima Yusuf
EXB00662,NLI-36033,ME301,11-03-2023,22,prof. chika nwosu
EXB01336,nli-134793,MT201,16-09-2022,44,Dr Fatima Yusuf
EXB00847,NLI-132636,PH301,2019-04-10,82,PROF. NGOZI EZE
EXB01627,NLI-143598,IT401,2020-06-14,57,prof. chika nwosu
EXB01554,NLI-152573,IT201,25/01/2020,64,Dr Fatima Yusuf
EXB00663,134327,EE101,10-01-2021,40,Dr Fatima Yusuf
EXB02212,NLI-112269,CS401,2022-11-18,100,prof. chika nwosu
EXB00649,NLI25698,IT301,2023-08-03,68,prof. chika nwosu
EXB01716,NLI95906,EN301,23/09/2023,23,dr. samuel okoro
EXB02509,NLI33316,MT101,26-05-2020,37,dr. samuel okoro
EXB02560,20061,PH201,03/12/2019,27,PROF. NGOZI EZE
EXB00493,NLI-102731,ME101,2021-08-05,75,Dr. Adekunle Bello
EXB02116,NLI-83508,PH501,10-08-2020,26,dr. samuel okoro
EXB01667,nli-117235,IT501,06-10-2023,34,PROF. NGOZI EZE
EXB01151,NLI188634,ST101,27-01-2021,57,dr. samuel okoro
EXB01769,NLI-99866,IT401,14-04-2019,89,Dr. Adekunle Bello
EXB00927,NLI161738,EE501,19-09-2020,116,Dr. Adekunle Bello
EXB00401,nli-08823,EC301,16/02/2023,96,Dr. Adekunle Bello
EXB02291,NLI-24829,ME501,15-12-2020,66,PROF. NGOZI EZE
EXB00619,NLI-158308,ST501,16/11/2019,76,Dr. Adekunle Bello
EXB01212,NLI137274,ST201,22-02-2021,59,prof. chika nwosu
EXB00109,nli-32455,EC101,09/06/2023,42,Dr. Adekunle Bello
EXB00763,NLI-179591,MT201,12/12/2019,72,dr. samuel okoro
EXB00861,nli-141722,EN401,23-10-2019,32,dr. samuel okoro
EXB01019,NLI-42158,MT401,22/01/2022,83,prof. chika nwosu
EXB01621,NLI-09264,ME201,20/04/2021,99,Dr Fatima Yusuf
EXB01540,nli-177420,EN301,08/01/2021,33,Dr Fatima Yusuf
EXB00905,nli-110369,EE101,2024-07-10,21,Dr. Adekunle Bello
EXB00065,NLI-11418,ST301,03/01/2019,58,Dr. Adekunle Bello
EXB01029,47015,PH201,17-05-2022,69,Dr Fatima Yusuf
EXB01262,NLI-168117,MT201,2020-12-06,88,Dr Fatima Yusuf
EXB01147,NLI-117950,EC201,2024-02-06,81,prof. chika nwosu
EXB01122,nli-195418,MT401,15/12/2020,94,prof. chika nwosu
EXB02255,NLI-17896,ME501,2020-01-14,29,dr. samuel okoro
EXB01378,nli-86792,MT101,07-04-2023,36,dr. samuel okoro
EXB02367,NLI-198948,IT201,2020-04-16,78,prof. chika nwosu
EXB00027,120593,ST301,02/06/2023,63,PROF. NGOZI EZE
EXB00915,NLI-137981,ME201,20/11/2024,58,dr. samuel okoro
EXB00388,147824,EC401,15/05/2023,55,prof. chika nwosu
EXB02261,nli-42549,PH501,01/02/2021,69,Dr Fatima Yusuf
EXB01858,NLI68872,PH501,25-06-2021,70,prof. chika nwosu
EXB01272,nli-98111,PH401,16/06/2021,93,prof. chika nwosu
EXB01987,NLI-63352,ST301,2019-03-04,55,PROF. NGOZI EZE
EXB02352,141530,DS401,2024-10-15,32,PROF. NGOZI EZE
EXB00742,96837,ME101,2019-01-08,26,Dr. Adekunle Bello
EXB00906,135058,EN201,18-10-2021,65,prof. chika nwosu
EXB01421,NLI-146583,EC301,07/09/2023,34,PROF. NGOZI EZE
EXB01245,NLI-179713,ME401,2019-02-19,88,Dr Fatima Yusuf
EXB01537,32592,EE201,21-04-2019,74,Dr. Adekunle Bello
EXB02326,146245,ST101,2024-12-02,47,Dr. Adekunle Bello
EXB02547,NLI199619,CS101,2023-11-25,59,Dr Fatima Yusuf
EXB00245,NLI71438,DS501,24/03/2023,36,Dr. Adekunle Bello
EXB01464,nli-98830,EE201,2022-02-18,32,Dr. Adekunle Bello
EXB00929,NLI-35789,EN401,24/04/2020,0,dr. samuel okoro
EXB00395,147250,PH401,19/04/2024,75,Dr Fatima Yusuf
EXB00707,nli-173461,ST201,2019-07-07,73,Dr Fatima Yusuf
EXB01760,NLI-126744,IT401,03/01/2023,,dr. samuel okoro
EXB01753,NLI-132596,PH501,28-10-2024,60,Dr Fatima Yusuf
EXB01046,148978,EN501,26-11-2024,51,dr. samuel okoro
EXB01298,NLI-74694,ST301,2019-04-07,62,dr. samuel okoro
EXB01550,NLI86242,ST301,2022-04-13,92,Dr. Adekunle Bello
EXB01636,NLI-181535,IT401,2022-08-13,74,prof. chika nwosu
EXB01933,148878,EN201,11/10/2022,97,Dr. Adekunle Bello
EXB01025,NLI-31496,IT101,2021-12-24,61,Dr. Adekunle Bello
EXB00215,71449,ME301,2019-12-13,49,Dr. Adekunle Bello
EXB02053,NLI-124219,CS401,2023-08-02,18,dr. samuel okoro
EXB00392,144048,CS401,16/09/2022,50,dr. samuel okoro
EXB02540,NLI-141187,DS101,2021-07-06,100,Dr. Adekunle Bello
EXB00432,191566,ST101,2020-04-14,58,Dr. Adekunle Bello
EXB02380,NLI163187,PH401,23-09-2024,85,dr. samuel okoro
EXB02566,nli-89637,EE401,13-05-2022,30,PROF. NGOZI EZE
EXB01371,nli-172007,ST301,16/10/2020,71,Dr Fatima Yusuf
EXB02256,NLI-33223,ST101,03/10/2022,66,PROF. NGOZI EZE
EXB01573,NLI142264,ME201,14/05/2021,,Dr Fatima Yusuf
EXB00809,NLI51979,EC101,2020-08-22,23,Dr. Adekunle Bello
EXB01168,NLI-173278,MT401,21-02-2020,67,Dr Fatima Yusuf
EXB00588,27583,PH201,2022-09-16,45,Dr. Adekunle Bello
EXB00745,185740,ME201,08/04/2024,96,PROF. NGOZI EZE
EXB01301,NLI-186010,CS501,28/06/2021,31,Dr Fatima Yusuf
EXB00086,nli-116497,ST101,25/01/2020,63,dr. samuel okoro
EXB01409,NLI-64189,ME401,2022-10-07,54,PROF. NGOZI EZE
EXB00654,47011,CS501,10/04/2021,81,dr. samuel okoro
EXB00720,NLI-116341,PH401,18-07-2021,60,prof. chika nwosu
EXB00393,69812,CS501,17/05/2024,,dr. samuel okoro
EXB00954,NLI-162097,MT101,19-05-2019,72,Dr Fatima Yusuf
EXB01743,nli-186142,MT301,13/09/2020,78,Dr. Adekunle Bello
EXB01511,NLI-192993,DS101,2020-07-18,44,prof. chika nwosu
EXB02409,NLI175423,EE401,2020-10-20,97,dr. samuel okoro
EXB01764,NLI-101173,ME201,2022-06-09,66,dr. samuel okoro
EXB00197,NLI-102488,DS301,01/11/2021,52,dr. samuel okoro
EXB01994,nli-171123,EE201,02-04-2021,28,PROF. NGOZI EZE
EXB01113,NLI-179070,EC201,01/01/2022,20,prof. chika nwosu
EXB02126,NLI-113238,CS501,2019-11-05,33,Dr. Adekunle Bello
EXB01004,nli-42390,EC101,15-11-2023,33,Dr. Adekunle Bello
EXB00201,NLI67187,EN301,2020-08-04,43,dr. samuel okoro
EXB01457,NLI-81259,ST301,2021-06-03,40,Dr. Adekunle Bello
EXB02037,NLI-14421,ME201,11-04-2024,73,Dr. Adekunle Bello
EXB01783,nli-68383,MT401,09-05-2020,21,dr. samuel okoro
EXB01734,NLI142458,EC401,26-03-2023,71,prof. chika nwosu
EXB00746,145410,IT501,25/08/2023,38,prof. chika nwosu
EXB01739,NLI-29750,MT401,03/05/2021,30,Dr. Adekunle Bello
EXB01287,NLI-80385,ST201,13/05/2024,28,dr. samuel okoro
EXB01909,nli-158723,PH301,08/11/2021,49,dr. samuel okoro
EXB02082,NLI-123697,CS301,2022-03-04,75,Dr Fatima Yusuf
EXB02377,NLI-180539,IT201,2022-07-01,37,prof. chika nwosu
EXB00163,NLI120789,IT301,2024-09-23,36,prof. chika nwosu
EXB01104,99234,MT201,2019-05-12,31,prof. chika nwosu
EXB01090,NLI-33014,MT501,2022-10-06,43,Dr Fatima Yusuf
EXB02118,NLI-53715,PH101,20-02-2021,48,PROF. NGOZI EZE
EXB02157,NLI-161690,EE101,2020-08-03,44,dr. samuel okoro
EXB02168,99547,EN501,25-06-2022,37,prof. chika nwosu
EXB02015,NLI-137538,ME301,2020-05-05,71,prof. chika nwosu
EXB01420,nli-87398,IT101,2024-07-24,82,Dr Fatima Yusuf
EXB00172,113512,PH401,22-08-2023,62,Dr Fatima Yusuf
EXB00634,99046,ME201,2019-11-22,66,Dr Fatima Yusuf
EXB00420,NLI27765,EE101,2019-10-13,21,PROF. NGOZI EZE
EXB00939,NLI-42545,DS401,12/04/2019,88,Dr. Adekunle Bello
EXB02330,nli-108613,ST501,17/03/2022,76,dr. samuel okoro
EXB02544,NLI133677,EN101,16/10/2023,92,prof. chika nwosu
EXB00292,115239,EE501,08/07/2023,,PROF. NGOZI EZE
EXB02363,NLI138506,MT401,16-06-2019,46,Dr Fatima Yusuf
EXB00987,NLI178195,MT501,23/04/2021,58,prof. chika nwosu
EXB02224,NLI37055,IT501,15/03/2022,31,prof. chika nwosu
EXB00912,NLI62335,EC301,18-10-2019,32,prof. chika nwosu
EXB01896,189919,CS201,2022-01-14,68,Dr Fatima Yusuf
EXB00287,NLI-59646,DS201,2024-05-15,82,prof. chika nwosu
EXB00504,NLI70719,ME101,19-08-2024,69,Dr. Adekunle Bello
EXB02055,nli-121841,PH301,2024-08-16,31,dr. samuel okoro
EXB01898,NLI52349,EN301,2021-10-24,74,dr. samuel okoro
EXB01673,NLI-37794,ST301,2021-08-04,77,prof. chika nwosu
EXB02584,NLI-198718,IT401,2024-08-14,28,dr. samuel okoro
EXB00295,NLI-50129,CS301,28/06/2023,55,PROF. NGOZI EZE
EXB01303,67472,PH201,27-03-2019,95,PROF. NGOZI EZE
EXB00947,50739,EC501,21/06/2023,60,dr. samuel okoro
EXB02353,NLI96146,MT401,2019-04-16,72,dr. samuel okoro
EXB01331,NLI06675,EN501,14-08-2024,50,prof. chika nwosu
EXB01030,NLI-185853,IT201,2023-02-22,95,Dr Fatima Yusuf
EXB01605,NLI-89599,EC301,28/05/2023,96,dr. samuel okoro
EXB01776,58198,ST101,07-04-2022,78,dr. samuel okoro
EXB00719,169333,MT101,2019-12-21,84,Dr Fatima Yusuf
EXB00966,NLI-64544,DS301,15/08/2021,89,Dr Fatima Yusuf
EXB00081,nli-147080,EC201,25/10/2019,96,Dr Fatima Yusuf
EXB01921,135875,EN201,2021-03-01,92,Dr Fatima Yusuf
EXB01222,NLI182624,ST301,27/11/2024,67,prof. chika nwosu
EXB00875,NLI-43167,IT101,2023-04-10,99,prof. chika nwosu
EXB00767,03773,EC101,26-12-2019,-13,Dr Fatima Yusuf
EXB00949,NLI157588,EC101,2019-06-23,31,PROF. NGOZI EZE
EXB02218,111643,ST301,27-03-2024,99,dr. samuel okoro
EXB02451,NLI-46833,EN501,19-06-2020,65,PROF. NGOZI EZE
EXB00826,NLI189529,IT101,21-12-2022,22,PROF. NGOZI EZE
EXB01351,NLI167958,ST301,13-04-2022,64,PROF. NGOZI EZE
EXB01359,nli-14262,EN401,25-07-2019,26,Dr Fatima Yusuf
EXB01940,NLI92243,ST101,01-06-2021,37,Dr Fatima Yusuf
EXB01185,NLI175196,EE401,2022-03-06,44,dr. samuel okoro
EXB00244,114722,EE201,2020-12-12,35,Dr. Adekunle Bello
EXB02423,NLI94832,EC101,26/11/2019,26,prof. chika nwosu
EXB02108,nli-59840,DS101,06/11/2020,117,prof. chika nwosu
EXB02236,nli-166835,DS301,05/08/2020,76,PROF. NGOZI EZE
EXB00520,NLI189442,ST201,06-05-2019,67,Dr Fatima Yusuf
EXB00095,90303,MT301,22/09/2019,39,Dr Fatima Yusuf
EXB01400,NLI16644,IT201,14/10/2019,63,Dr. Adekunle Bello
EXB02029,NLI40957,MT101,02-06-2023,42,Dr. Adekunle Bello
EXB00369,NLI37952,PH301,28/12/2020,74,dr. samuel okoro
EXB01715,NLI-167461,EE501,12/01/2022,84,prof. chika nwosu
EXB01172,nli-33247,EC201,23/09/2019,88,dr. samuel okoro
EXB00815,nli-46407,ME201,01/04/2019,93,prof. chika nwosu
EXB01068,NLI-115627,IT201,23/12/2020,32,Dr Fatima Yusuf
EXB00644,nli-44893,EN401,13/05/2021,27,PROF. NGOZI EZE
EXB02521,NLI-161115,EN201,2021-10-14,85,Dr Fatima Yusuf
EXB01586,nli-116471,PH201,06/08/2021,,dr. samuel okoro
EXB00964,NLI-10489,EE201,18-04-2021,90,prof. chika nwosu
EXB01326,130762,MT401,03/01/2019,105,Dr Fatima Yusuf
EXB02474,NLI25896,PH101,2021-01-28,87,Dr. Adekunle Bello
EXB01230,NLI-152622,DS101,22/02/2019,61,dr. samuel okoro
EXB02009,nli-48843,MT401,12/12/2019,71,Dr. Adekunle Bello
EXB02335,NLI02450,PH101,21-02-2023,20,PROF. NGOZI EZE
EXB01267,NLI-116147,MT501,04-07-2021,,PROF. NGOZI EZE
EXB02420,nli-125971,EN101,27/06/2021,35,PROF. NGOZI EZE
EXB01108,NLI-39964,CS201,2024-11-19,79,Dr. Adekunle Bello
EXB02553,NLI122181,MT201,2024-04-02,30,Dr Fatima Yusuf
EXB01976,NLI-20515,EE101,19-12-2020,49,PROF. NGOZI EZE
EXB00735,NLI117579,EC401,27-10-2024,88,Dr. Adekunle Bello
EXB01145,158905,MT201,15-02-2022,85,dr. samuel okoro
EXB00586,NLI-174535,EN201,02/10/2022,93,Dr. Adekunle Bello
EXB00314,nli-138140,EC401,02-06-2020,44,PROF. NGOZI EZE
EXB02528,100059,DS301,05/01/2024,91,prof. chika nwosu
EXB01638,NLI-34878,PH301,14/01/2021,82,dr. samuel okoro
EXB01395,nli-04890,MT401,28/03/2020,42,Dr. Adekunle Bello
EXB01296,NLI156192,EC301,26-03-2022,48,PROF. NGOZI EZE
EXB00704,NLI-148041,EN401,06/11/2024,100,Dr. Adekunle Bello
EXB00779,NLI-12448,EC401,2021-01-18,46,prof. chika nwosu
EXB02517,79321,ME101,11/01/2020,55,dr. samuel okoro
EXB02148,27630,ME301,15/02/2020,96,Dr. Adekunle Bello
EXB02497,NLI-131047,MT101,07-01-2020,82,Dr Fatima Yusuf
EXB01974,56957,PH501,11/01/2023,73,prof. chika nwosu
EXB02310,NLI-70798,ME401,23-06-2019,77,prof. chika nwosu
EXB01578,nli-145947,DS301,2020-05-24,72,Dr. Adekunle Bello
EXB02533,nli-13515,EE401,2019-04-09,39,prof. chika nwosu
EXB01635,135854,ME301,2020-08-26,59,dr. samuel okoro
EXB01883,NLI-121621,CS201,2020-07-02,63,dr. samuel okoro
EXB01129,NLI-97130,ME201,2022-10-25,83,prof. chika nwosu
EXB01379,nli-38369,MT401,27/04/2024,30,Dr. Adekunle Bello
EXB01087,127258,EE501,2024-04-18,90,Dr. Adekunle Bello
EXB02516,NLI131528,EC201,09-01-2024,76,Dr. Adekunle Bello
EXB00414,NLI-100383,IT501,09/03/2020,50,PROF. NGOZI EZE
EXB00602,NLI111575,ME101,06-10-2023,63,prof. chika nwosu
EXB01002,NLI192420,ME101,15/06/2021,54,dr. samuel okoro
EXB00516,NLI-14217,ME101,05-02-2021,75,Dr. Adekunle Bello
EXB00252,NLI51582,ME301,2022-07-23,42,Dr Fatima Yusuf
EXB00560,NLI-186860,ME401,06-02-2022,74,Dr. Adekunle Bello
EXB00263,174039,DS501,03/02/2019,57,PROF. NGOZI EZE
EXB02214,NLI13213,DS401,2022-11-23,50,Dr Fatima Yusuf
EXB02250,NLI-120957,EE401,2020-06-09,58,Dr. Adekunle Bello
EXB01251,nli-124767,DS101,16/12/2020,37,Dr Fatima Yusuf
EXB00962,nli-42798,IT501,10-08-2021,57,Dr Fatima Yusuf
EXB01952,NLI-100519,CS401,03-01-2024,58,PROF. NGOZI EZE
EXB01901,NLI167026,EE201,2022-06-16,48,prof. chika nwosu
EXB02459,75274,CS101,27-11-2022,72,prof. chika nwosu
EXB02069,NLI-53796,PH501,2022-09-15,38,prof. chika nwosu
EXB00067,NLI-21334,PH301,2019-09-11,86,Dr Fatima Yusuf
EXB01468,NLI-136344,IT101,2019-11-03,59,Dr Fatima Yusuf
EXB00928,nli-167799,EE301,22-10-2023,90,Dr Fatima Yusuf
EXB00098,NLI-132947,EC401,19-08-2021,68,Dr Fatima Yusuf
EXB01781,NLI-53384,EE201,01/02/2021,71,dr. samuel okoro
EXB01350,195932,DS301,2021-01-14,,prof. chika nwosu
EXB01570,NLI-164135,ME201,03-05-2020,69,Dr. Adekunle Bello
EXB01309,nli-97364,IT501,2022-06-13,53,PROF. NGOZI EZE
EXB02131,NLI-118857,PH201,2024-05-21,56,dr. samuel okoro
EXB02518,01574,EC401,10/03/2020,33,Dr Fatima Yusuf
EXB01199,NLI-121262,EE301,18-03-2023,32,dr. samuel okoro
EXB01963,NLI-47090,EE201,2024-11-02,66,Dr. Adekunle Bello
EXB01493,NLI-19608,IT501,21-10-2022,43,Dr Fatima Yusuf
EXB00398,NLI-149627,EE401,26-10-2024,76,PROF. NGOZI EZE
EXB01357,NLI-42470,EC101,06/02/2019,33,prof. chika nwosu
EXB01182,nli-111199,IT401,16/10/2023,41,prof. chika nwosu
EXB00722,nli-17755,MT401,2024-07-21,30,PROF. NGOZI EZE
EXB01900,NLI-35672,MT301,2020-07-21,33,Dr. Adekunle Bello
EXB02104,81808,IT101,2023-08-16,66,Dr. Adekunle Bello
EXB02054,NLI-143023,MT401,2024-10-06,36,Dr Fatima Yusuf
EXB02067,NLI-93003,ME101,07-02-2019,34,prof. chika nwosu
EXB02403,NLI-195085,IT101,02-07-2019,71,prof. chika nwosu
EXB01106,NLI-118650,EE301,02/06/2020,45,Dr Fatima Yusuf
EXB00187,nli-08537,ME501,15/01/2023,92,PROF. NGOZI EZE
EXB01224,NLI19225,EC301,2021-05-26,28,prof. chika nwosu
EXB00736,nli-123009,EE401,14/05/2023,48,dr. samuel okoro
EXB01361,NLI90513,DS201,27-11-2022,96,dr. samuel okoro
EXB00293,103595,ST101,08/03/2019,29,PROF. NGOZI EZE
EXB01542,NLI-164827,DS101,2020-07-04,65,Dr. Adekunle Bello
EXB02161,NLI81953,EE201,2020-06-21,31,PROF. NGOZI EZE
EXB00759,NLI33614,EN501,2022-02-09,60,dr. samuel okoro
EXB01807,NLI-150770,PH401,08-10-2024,84,Dr Fatima Yusuf
EXB00794,NLI48669,PH101,17-02-2023,99,dr. samuel okoro
EXB00643,52704,EE301,27-03-2021,39,Dr Fatima Yusuf
EXB01048,NLI-70541,EE401,2020-09-04,93,PROF. NGOZI EZE
EXB02334,NLI-117731,EN101,26/02/2023,20,dr. samuel okoro
EXB00473,141866,EC501,18-09-2022,101,PROF. NGOZI EZE
EXB02092,NLI-91148,CS501,05-03-2023,81,Dr Fatima Yusuf
EXB00155,NLI-118112,ME101,08-11-2024,115,Dr Fatima Yusuf
EXB01853,nli-143330,EN301,2022-05-18,75,Dr Fatima Yusuf
EXB01317,NLI-38287,EN501,12/06/2023,70,prof. chika nwosu
EXB01099,NLI-27467,EC501,13-03-2019,79,PROF. NGOZI EZE
EXB01367,149163,EE501,2022-02-23,63,Dr. Adekunle Bello
EXB01847,NLI-76181,CS201,12-06-2022,92,prof. chika nwosu
EXB00012,103221,CS201,24-08-2023,41,prof. chika nwosu
EXB01393,NLI04893,EN101,2021-04-07,89,PROF. NGOZI EZE
EXB00376,NLI-106251,MT501,02/12/2024,70,prof. chika nwosu
EXB00381,NLI-145917,IT501,16-04-2022,53,Dr Fatima Yusuf
EXB02112,174947,EE301,14-07-2023,61,prof. chika nwosu
EXB01800,NLI-86518,ST301,24/11/2021,55,PROF. NGOZI EZE
EXB01828,172905,EC101,20/04/2022,34,Dr Fatima Yusuf
EXB01692,NLI-01708,CS301,2024-08-28,120,dr. samuel okoro
EXB01604,nli-74655,CS401,2022-04-26,17,PROF. NGOZI EZE
EXB02016,NLI-32816,ST201,2023-12-15,91,Dr Fatima Yusuf
EXB02495,nli-198260,MT501,10/11/2020,63,Dr Fatima Yusuf
EXB02115,NLI73207,PH301,20-06-2019,10,dr. samuel okoro
EXB00668,NLI139421,EC201,26-04-2021,45,dr. samuel okoro
